"name","player","pos","team","overallRank","pick","positionRank","projections","projectedPts_accu","projectedPts_cbs1","projectedPts_cbs2","projectedPts_espn","projectedPts_ffn","projectedPts_fp","projectedPts_fs","projectedPts_fftoday","projectedPts_fbg1","projectedPts_fbg2","projectedPts_fbg3","projectedPts_fbg4","projectedPts_fox","projectedPts_nfl","projectedPts_nf","projectedPts_wf","projectedPts_yahoo","projectedPtsMean","projectedPtsMedian","vor","sdPick","sdPts","risk","cost_yahoo","costProjected_yahoo","costAvg_yahoo","costMax_yahoo","adp_yahoo","cost_espn","adp_espn","cost_fp","adp_fp","adp_ffc","adpSD_ffc","avgCost","inflatedCost"
"CHRISPOLK","Chris Polk","RB","PHI",298,184,82,39.183779037291,NA,69.425,37.675,33.4586749898352,NA,47.735,43,43.3836749898352,23.8836749898352,62.1586749898352,26.3336749898352,40.1586749898352,2.65,44.675,-2.09132501016481,NA,50.85,40.9642307692308,39.183779037291,-81.3267432206935,24.8,19.8879409019382,6.17072925119448,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"ALFREDBLUE","Alfred Blue","RB","HOU",299,192.8,83,38.9982801576488,NA,35.65,50.975,21.85,NA,36.8925,44.375,31.175,49.375,60.25,37.325,41.875,32.2,NA,-0.75,NA,34.3,39.436875,38.9982801576488,-81.5122421003357,22,14.9599800375655,5.37536647982817,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"DENARDROBINSON","Denard Robinson","WR","JAC",300,203,127,38.4920414850625,10.045,63.725,42.675,20.0301172030514,NA,50.245,2.475,73.1551172030514,22.4801172030514,16.2801172030514,15.1301172030514,9.78011720305137,171.075,NA,-3.71988279694863,NA,24.0875,42.2980952380952,38.4920414850625,-104.289127526774,7.9,44.8037251565364,6.36759435168885,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"DONTEMONCRIEF","Donte Moncrief","WR","IND",301,171,128,38.4577425760731,1.8,66.55,25.05,1.8,1.8,36.9125,21.375,9.05,51.925,41.925,32.25,22.8,38.8,78.425,1.8,NA,31.125,37.8246726190476,38.4577425760731,-104.323426435764,13.5,23.3647773853214,5.0970728798107,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"KEVINOGLETREE","Kevin Ogletree","WR","DET",302,NA,129,38.3752640779206,NA,51.75,59.25,NA,NA,55.5,50.725,NA,12.375,14.375,17.5,NA,51.375,NA,NA,NA,17.325,33.0432142857143,38.3752640779206,-104.405904933916,NA,20.4164192161875,5.69675279893275,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"BRANDONBOLDEN","Brandon Bolden","RB","NE",303,NA,84,38.3411293597333,NA,73.825,15.6,46.5,NA,43.9475,38.625,39.1,7.175,36.125,13.275,7,33.6,50.2,NA,NA,39.7,31.5694642857143,38.3411293597333,-82.1693928982512,NA,19.1580193759756,5.46664525456369,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"DANIELTHOMAS","Daniel Thomas","RB","MIA",304,NA,85,37.719434838559,9.35,47.175,46.25,30.6813042245651,NA,43.0725,61.55,-1.76869577543491,34.8813042245651,10.1063042245651,19.2313042245651,22.9813042245651,15.05,57.925,55.9813042245651,NA,NA,35.2451923076923,37.719434838559,-82.7910874194255,NA,20.2851413408269,5.67274768659569,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"PEYTONHILLIS","Peyton Hillis","RB","NYG",305,NA,86,37.6724830715192,67.77,48.15,40.55,26.6252032163577,NA,33.575,61.95,5.20020321635768,-2.99979678364232,22.5002032163577,19.6252032163577,34.1252032163577,19.05,NA,-2.99979678364232,NA,47.8,35.9105952380952,37.6724830715192,-82.8380391864653,NA,22.0538778934189,5.99617400289609,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"TJGRAHAM","T.J. Graham","WR","BUF",306,NA,130,37.2249850466461,71.235,49.375,NA,NA,NA,33.5,35.725,24.225,13.15,NA,8.15,3.125,NA,62.725,NA,NA,NA,29.6035,37.2249850466461,-105.55618396519,NA,23.9801975741328,6.34841553792697,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MIKEJAMES","Mike James","RB","TB",307,202.5,87,37.1895354603909,19.705,48.8,44.25,25.1747411997301,NA,40.935,33.725,39.6247411997301,52.8747411997301,52.8497411997301,33.1247411997301,17.4747411997301,15.175,55.825,-1.65025880026988,NA,27.775,38.2284047619048,37.1895354603909,-83.3209867975936,20.5,16.4982901748163,5.33129453161898,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"EDDICKSON","Ed Dickson","TE","CAR",308,NA,53,36.8437184922417,27.33,63.375,51.5,NA,NA,36.3875,31.25,9.625,52.25,47,25.375,21.625,36.25,NA,NA,NA,28.025,35.7987797619048,36.8437184922417,-81.0961946208185,NA,15.2288119372732,4.74816115583383,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"SANTANAMOSS","Santana Moss","WR","WAS",309,NA,131,36.7482518006977,53.405,63.55,43.425,-1.95014242262967,1.8,45.0375,50.5,17.4248575773703,23.4248575773703,-1.95014242262967,22.9248575773703,1.17485757737033,54.05,45.3,-1.95014242262967,NA,13.0125,33.7713461538462,36.7482518006977,-106.032917211139,NA,23.635616961909,6.28540647198283,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"MATTASIATA","Matt Asiata","RB","MIN",310,NA,88,36.7206016555027,33.46,57.225,17.8,30.195,NA,36.385,53.125,-2.805,19.92,12.57,19.995,23.57,50.275,55.175,53.7155,NA,46.775,36.9721785714286,36.7206016555027,-83.7899206024818,NA,18.4580387311973,5.33864871313957,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"SHAUNDRAUGHN","Shaun Draughn","RB","CHI",311,NA,89,36.7066214971205,21.325,21.175,48.375,46.9572932354389,NA,30.995,32.225,27.1322932354389,18.1822932354389,3.55729323543892,19.4322932354389,46.8072932354389,71.4,61.975,-2.56770676456108,NA,30.325,34.7480357142857,36.7066214971205,-83.803900760864,NA,20.3065395317412,5.67666050111449,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"KESHAWNMARTIN","Keshawn Martin","WR","HOU",312,NA,132,36.4811771447758,60.455,45.475,37.475,-2.40002763612362,0.6,40.3875,25.225,34.0999723638764,42.7249723638764,11.3499723638764,8.97497236387638,3.84997236387638,40.975,73.725,-2.40002763612362,NA,43.425,36.56625,36.4811771447758,-106.299991867061,NA,23.3328350560577,6.23004060287791,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JOSEPHFAURIA","Joseph Fauria","TE","DET",313,NA,54,36.2013177895037,20.395,62.875,33,-1.30717762979215,NA,32.9375,43.375,22.5678223702078,32.6928223702078,35.4428223702078,36.1928223702078,28.1928223702078,NA,NA,46.3690723702079,NA,39.225,37.8510576923077,36.2013177895037,-81.7385953235566,NA,15.002869699564,4.70684597775836,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"ROBERTHERRON","Robert Herron","WR","TB",314,NA,133,36.1187316754762,NA,60.125,23.5,NA,NA,41.8125,31.75,NA,NA,34,32.825,5.625,NA,NA,NA,NA,47.575,34.6982291666667,36.1187316754762,-106.66243733636,NA,16.2404648364103,4.93314923111448,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"CASEKEENUM","Case Keenum","QB","HOU",315,NA,39,36.0878224983166,1.67,NA,NA,NA,NA,40.29,51.12,43.58,28.96,11.6,27.82,32.5,NA,38.34,44.8672,NA,NA,32.0375533333333,36.0878224983166,-209.605087876769,NA,15.4097097999065,4.78123964299031,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"DWAYNEHARRIS","Dwayne Harris","WR","DAL",316,NA,134,35.8704511054633,27.4,5.4,18.4,5.4,5.4,18.4,40.925,5.4,33.025,12.025,28.5,40.4,78.15,55.2,5.4,NA,21.75,31.0356547619048,35.8704511054633,-106.910717906373,NA,20.811672343403,5.76902770202908,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"VINCENTBROWN","Vincent Brown","WR","SD",317,NA,135,35.5736330988898,24.595,66,27.625,38.75,NA,39.8125,23,19.875,37.625,15.625,18.875,35.625,17.125,77.75,65.26875,NA,11.075,34.5540833333333,35.5736330988898,-107.207535912947,NA,20.3703269754393,5.68832449817005,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"TROYNIKLAS","Troy Niklas","TE","ARI",318,NA,55,35.4996490806087,NA,NA,NA,NA,NA,30.0375,31.125,39.375,29.375,28.5,41.25,37.625,NA,67.5,NA,NA,10.8125,38.03,35.4996490806087,-82.4402640324516,NA,15.0825709119003,4.72141992291306,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"RYANGRIFFIN","Ryan Griffin","TE","HOU",319,NA,56,35.2496510496386,NA,62.375,NA,44.375,NA,43.1375,25,22.875,22.75,32.25,37.375,38.25,NA,51.125,NA,NA,13,35.6829545454545,35.2496510496386,-82.6902620634216,NA,14.3639438707733,4.59001375257926,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"MARQUESSWILSON","Marquess Wilson","WR","CHI",320,NA,136,34.7500260883825,NA,89.25,38,NA,NA,57.6625,37.45,NA,39,23.5,17.875,13.5,NA,NA,NA,NA,25.8,37.9838492063492,34.7500260883825,-108.031142923454,NA,23.3956042211993,6.24151840030866,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DEANTHONYTHOMAS","De'Anthony Thomas","RB","KC",321,NA,90,34.6879562447226,3,3,34.1,42.9,3,36.4825,2.7,25.175,22.35,85.1,26.225,22.225,30.3,3,2.1,NA,34.12,32.6179545454545,34.6879562447226,-85.8225660132619,NA,21.9022464405053,5.96844709117525,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"CHARLESJOHNSON","Charles Johnson","WR","CLE",322,NA,137,34.6747210485432,NA,NA,41.125,-0.3,NA,22.825,11.775,7.7,48.975,46.075,-0.3,33.825,NA,NA,-0.3,NA,24.7,36.3142857142857,34.6747210485432,-108.106447963293,NA,19.0225371718534,5.44187135019717,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"CHRISTIANPONDER","Christian Ponder","QB","MIN",323,NA,40,34.6041234657463,186.18,NA,NA,-1.5,NA,2.2,9.4,-1.5,-1.5,-1.5,-1.5,-1.5,NA,32.06,49.2124,NA,NA,32.1803,34.6041234657463,-211.08878690934,NA,56.2045825295735,12.2408782146951,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"MICHAELROBINSON","Michael Robinson","RB","SEA",324,NA,91,34.295,34.295,NA,NA,-0.39,NA,NA,NA,-0.39,-0.39,-0.39,-0.39,-0.39,NA,NA,-0.39,NA,NA,34.295,34.295,-86.2155222579845,NA,12.2629993527277,4.20584079859851,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DARRIUSHEYWARDBEY","Darrius Heyward-Bey","WR","PIT",325,NA,138,34.1429814538291,57.285,75.25,13.125,-2.03931208852614,NA,44.1875,22.375,-2.03931208852614,25.9856879114739,-2.03931208852614,16.7856879114739,6.46068791147386,24,57.825,-2.03931208852614,NA,NA,31.3729220779221,34.1429814538291,-108.638187558007,NA,25.5444869150085,6.63445719766763,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"GRIFFWHALEN","Griff Whalen","WR","IND",326,NA,139,34.0315567973623,28.13,42.5,19.5,NA,NA,31,63.875,NA,NA,2.5,NA,NA,NA,36.625,NA,NA,NA,31.985,34.0315567973623,-108.749612214474,NA,19.1055434177025,5.45704964471793,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BENJAMINWATSON","Ben Watson","TE","NO",327,NA,57,33.1557330456532,27.715,NA,NA,-1.1432877546606,NA,36.525,43.5,45.2317122453394,25.4817122453394,19.2317122453394,25.6067122453394,25.4817122453394,58.75,NA,46.1092122453394,NA,26.55,34.7405909090909,33.1557330456532,-84.784180067407,NA,15.596638171632,4.81542085250431,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"TRAVISBENJAMIN","Travis Benjamin","WR","CLE",328,NA,140,32.9127210004417,28.425,40.225,36.6,0.600206482668239,3.6,28.8125,21.85,0.600206482668239,11.6002064826682,0.600206482668239,30.4252064826682,9.97520648266824,57.6,36.9,0.600206482668239,NA,41.5,26.9870192307692,32.9127210004417,-109.868448011395,NA,18.2509763185576,5.3007858481096,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DARICKROGERS","Da'Rick Rogers","WR","IND",329,NA,141,32.8708593212864,NA,38.5,NA,NA,NA,30.05,19.875,33,30,29.125,61.825,17.25,5,43.6,NA,NA,NA,30.8369444444444,32.8708593212864,-109.91030969055,NA,15.5031244610741,4.79832119179736,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"LEONARDHANKERSON","Leonard Hankerson","WR","WAS",330,NA,142,32.5812051754791,104.655,66,11.25,NA,NA,31.65,89.825,9.5,10.5,18.5,33,13.5,NA,19.625,NA,NA,NA,37.0152272727273,32.5812051754791,-110.199963836357,NA,34.0164128834089,8.18361035103801,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"TONYGONZALEZ","Tony Gonzalez","TE","TBA",331,NA,58,32.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.5,32.5,-85.4399131130602,NA,NA,NA,1.1,0,0.55,1.1,116.2,0,170,1,NA,NA,NA,0.55,1
"CHRISOWUSU","Chris Owusu","WR","TB",332,NA,143,32.3025660073978,19.9,NA,56.125,-1.695,NA,33.65,12.95,61.18,26.555,5.805,30.18,12.055,75.25,38,-1.695,NA,25.95,30.9762587412587,32.3025660073978,-110.478603004439,NA,23.3199595686981,6.22768622656269,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"TRAVARISCADET","Travaris Cadet","RB","NO",333,NA,92,31.940082370466,-1.83,78.325,49.325,17.9396573444498,3,53.06,24.7,0.164657344449754,10.6396573444498,9.28965734444975,36.7896573444498,0.664657344449754,3,3,0.164657344449754,NA,23.715,28.1609090909091,31.940082370466,-88.5704398875185,NA,23.6351638834669,6.2853236233012,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"TOMSAVAGE","Tom Savage","QB","HOU",334,NA,41,31.5391595429724,0.2,35.76,68.86,-3.61584116413725,0.2,37.91,0.2,-3.61584116413725,-3.61584116413725,14.2841588358628,32.1441588358627,-0.615841164137252,NA,NA,53.4517588358627,NA,21.62,29.5997333333333,31.5391595429724,-214.153750832114,NA,23.9888879555679,6.350004637248,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JOEMORGAN","Joe Morgan","WR","NO",335,NA,144,31.3867018060674,NA,46.5,37.75,NA,NA,NA,NA,63.125,27.625,10,16,26,NA,NA,NA,NA,NA,32.4285714285714,31.3867018060674,-111.394467205769,NA,18.2844790086851,5.30691205816516,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DEVIERPOSEY","DeVier Posey","WR","HOU",336,NA,145,31.3559142471138,NA,53.125,58.875,NA,NA,35.825,20.375,11.125,15.875,24.75,20,2.5,69.875,41.25,NA,NA,20.65,26.5375,31.3559142471138,-111.425254764723,NA,20.7185343525959,5.75199674440556,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"CHASECOFFMAN","Chase Coffman","TE","ATL",337,NA,59,30.84,30.84,NA,NA,-0.45,NA,NA,NA,-0.45,-0.45,-0.45,-0.45,-0.45,NA,NA,-0.45,NA,NA,30.84,30.84,-87.0999131130602,NA,11.0626855916635,3.98635471539593,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRENTONBERSIN","Brenton Bersin","WR","CAR",338,NA,146,30.6873343613548,NA,NA,45.875,NA,NA,27.6875,0.3,NA,NA,NA,43.25,NA,21.625,NA,NA,NA,17.725,26.0870833333333,30.6873343613548,-112.093834650482,NA,16.9911528755899,5.07041798764401,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"RYANBROYLES","Ryan Broyles","WR","DET",339,NA,147,30.4700258416498,24.44,67.25,37.625,NA,NA,39.175,11.25,NA,29.375,31,21.75,22.25,2.625,73.125,NA,NA,NA,29.9794246031746,30.4700258416498,-112.311143170187,NA,21.3774372879445,5.87248192851453,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"LARRYDONNELL","Larry Donnell","TE","NYG",340,NA,60,30.3438753215441,NA,NA,NA,NA,NA,12.475,69.875,NA,27.375,27.25,22.75,32,NA,NA,NA,NA,48.75,34.2392857142857,30.3438753215441,-87.5960377915161,NA,19.0920763918538,5.45458710129654,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DEVINHESTER","Devin Hester","WR","ATL",341,NA,148,30.2704824400202,-3.48,4.2,11.075,4.2,4.2,23.3875,46.3,4.2,48.325,4.2,5.2,48.075,39.45,4.2,4.2,NA,12.7075,23.0375,30.2704824400202,-112.510686571816,NA,18.4407761722042,5.33549212893436,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DREWDAVIS","Drew Davis","WR","ATL",342,NA,149,30.1224269449002,58.465,46,39.875,NA,NA,39.2375,18,28.125,34.75,21,28.75,7.5,14.375,30.125,NA,NA,NA,30.4704464285714,30.1224269449002,-112.658742066936,NA,14.2985829369795,4.57806203143915,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"LOUISMURPHY","Louis Murphy","WR","TB",343,NA,150,29.9997669251372,8.145,52.25,25.75,NA,NA,39,0.125,NA,11.125,16.25,22.5,11.875,64.125,NA,NA,NA,NA,24.8645,29.9997669251372,-112.781402086699,NA,20.6026155904212,5.73080015739246,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"MARCUSLATTIMORE","Marcus Lattimore","RB","SF",344,NA,93,29.9378176104593,NA,57.85,33.8,19.55,NA,32.88,6.775,7.375,5.625,4,22,16.875,43.675,51,NA,NA,NA,26.4619230769231,29.9378176104593,-90.5727046475252,NA,18.6038803941462,5.36531691974249,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"JALENSAUNDERS","Jalen Saunders","WR","NYJ",345,NA,151,29.8419585494374,NA,53.75,40.75,NA,NA,38.6875,NA,13,11.25,NA,22.125,3.125,NA,NA,NA,NA,NA,20.2986111111111,29.8419585494374,-112.939210462399,NA,18.5893064418255,5.36265196678152,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JACOBTAMME","Jacob Tamme","TE","DEN",346,NA,61,29.3751228116236,25.985,NA,NA,NA,NA,24.3125,53.625,30.25,21.75,15,24.25,40.125,40.25,NA,NA,NA,20.1,29.51375,29.3751228116236,-88.5647903014366,NA,11.7212518559002,4.10677833674849,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JOSHMORGAN","Josh Morgan","WR","CHI",347,NA,152,29.3183966666244,3.77,57.625,NA,NA,NA,25.325,43.975,14.25,16.875,7.5,34.075,27.25,67.375,35.625,NA,NA,14.4875,26.5780444555445,29.3183966666244,-113.462772345212,NA,19.7172939048421,5.56891266143492,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"THEORIDDICK","Theo Riddick","RB","DET",348,185,94,29.2071864509374,38.24,19.825,38.7,24.925,NA,28.1775,13.1,NA,23.2,48.625,22.775,23.25,NA,NA,NA,NA,37.1,28.7015909090909,29.2071864509374,-91.3033358070471,11,10.4395286215858,3.60747254672686,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"KEVINNORWOOD","Kevin Norwood","WR","SEA",349,NA,153,29.1875,NA,44.875,30.125,NA,NA,37.5,NA,NA,NA,NA,18.875,13.5,NA,NA,NA,NA,NA,18.109375,29.1875,-113.593669011837,NA,12.9256890531994,4.32701842019495,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"BRANDONLLOYD","Brandon Lloyd","WR","SF",350,NA,154,28.8936251737684,4.06,50.875,44.75,NA,NA,36.7625,59.875,NA,21.125,20.625,18.125,16,24.375,NA,NA,NA,14.15,28.2428246753247,28.8936251737684,-113.887543838068,NA,17.3701178392664,5.13971448181618,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"LORENZOTALIAFERRO","Lorenzo Taliaferro","RB","BAL",351,NA,95,28.8754118213333,NA,54.825,23.5,22.925,NA,35.105,25.5,NA,13.25,24.5,22.525,47,NA,NA,NA,NA,NA,32.4463333333333,28.8754118213333,-91.6351104366512,NA,13.2782778439073,4.39149183969902,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"JASONSNELLING","Jason Snelling","RB",NA,352,NA,96,28.785,59.37,NA,NA,-1.8,NA,NA,NA,-1.8,-1.8,-1.8,-1.8,-1.8,NA,NA,-1.8,NA,NA,28.785,28.785,-91.7255222579845,NA,21.6268609025906,5.91809084679299,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"CHRISOGBONNAYA","Chris Ogbonnaya","RB","CLE",353,NA,97,28.3569782252782,58.165,50.3,16.625,-3,NA,22.3625,NA,14.425,3.875,4.625,6.2,25.625,65.35,29.525,-3,NA,24.375,24.4666758241758,28.3569782252782,-92.1535440327063,NA,21.971849788735,5.98117456858682,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"NICKTOON","Nick Toon","WR","NO",354,NA,155,28.0536858974359,66.3,NA,NA,NA,NA,21.85,4.375,11,43.625,24.75,36.75,8.75,84.875,26.625,NA,NA,17.7,31.2159090909091,28.0536858974359,-114.727483114401,NA,25.0219435514292,6.53890635096748,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"DUJUANHARRIS","DuJuan Harris","RB","GB",355,194,98,27.9125107910024,1.2,33.25,44.775,1.2,1.2,29.8625,44.225,1.2,32.1,37.575,14.3,13.825,3.85,1.2,1.2,NA,21.3375,22.8928571428571,27.9125107910024,-92.5980114669821,2,16.9190517612542,3.0915812536201,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"ZACHSUDFELD","Zach Sudfeld","TE","NYJ",356,NA,62,27.7685617761336,NA,NA,NA,NA,NA,26.4625,34.125,38,49.75,13.75,21.125,21.625,NA,NA,NA,NA,14.925,27.4703125,27.7685617761336,-90.1713513369266,NA,12.3786789940766,4.22699366063304,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ALDRICKROBINSON","Aldrick Robinson","WR","WAS",357,NA,156,27.6437022206037,18.87,NA,30.875,NA,NA,31.625,43.625,NA,NA,NA,20.625,1.875,NA,46.6,NA,NA,NA,21.5718253968254,27.6437022206037,-115.137466791233,NA,15.4448027550648,4.78765664454903,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"JEFFJANIS","Jeff Janis","WR","GB",358,NA,157,27.625,NA,44.875,NA,NA,NA,33.9625,NA,NA,NA,26,22.25,4.375,NA,NA,NA,NA,NA,26.2925,27.625,-115.156169011837,NA,15.0078510703565,4.70775685756303,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"CLAYHARBOR","Clay Harbor","TE","JAX",359,NA,63,27.3564558994779,13.045,NA,NA,-1.8,NA,30.2375,39,-1.8,37.825,16.95,19.825,25.45,38.75,NA,-1.8,NA,23.725,27.5821666666667,27.3564558994779,-90.5834572135824,NA,15.5565640970518,4.80809301710586,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"JOSHHUFF","Josh Huff","WR","PHI",360,NA,158,27.2984066354035,0.6,0.6,40.85,0.6,0.6,37.5375,0.6,0.6,25.35,25.6,20.5,9.975,0.6,36.975,0.6,NA,14.75,23.5972222222222,27.2984066354035,-115.482762376433,NA,15.4012835766144,4.77969884690302,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"DANHERRON","Dan Herron","RB","IND",361,NA,99,27.2061525917112,-0.03,NA,35.625,-2.47446435825551,NA,16.9125,34.5,-2.47446435825551,-2.47446435825551,-2.47446435825551,-2.47446435825551,-2.47446435825551,NA,NA,-2.47446435825551,NA,NA,16.98,27.2061525917112,-93.3043696662733,NA,15.3193168648726,4.7647106387388,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
"DONTRELLEINMAN","Dontrelle Inman","WR","SD",362,NA,159,26.875,NA,NA,NA,NA,NA,NA,37.875,NA,NA,NA,15.875,NA,NA,NA,NA,NA,NA,26.875,26.875,-115.906169011837,NA,15.556349186104,4.80805371907922,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ARRELIOUSBENN","Arrelious Benn","WR","PHI",363,NA,160,26.5808019140147,-0.03,49,NA,NA,NA,37.05,NA,NA,NA,NA,NA,NA,3.5,NA,NA,NA,NA,17.9025,26.5808019140147,-116.200367097822,NA,24.3755054648446,6.42070045492606,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"ANTHONYMCCOY","Anthony McCoy","TE","SEA",364,NA,64,26.2307508673957,40.24,NA,NA,-0.21,NA,17.1875,NA,-0.21,-0.21,-0.21,21.415,-0.21,NA,NA,-0.21,NA,NA,13.0354166666667,26.2307508673957,-91.7091622456645,NA,14.5977390396405,4.6327648961143,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"QUINTONPATTON","Quinton Patton","WR","SF",365,NA,161,26.0717001776649,1.99,64.75,2.25,-0.95550134410836,NA,33.5,40.925,-0.95550134410836,33.7444986558916,12.0444986558916,17.0694986558916,0.91949865589164,3.625,47.65,-0.95550134410836,NA,17.705,23.26875,26.0717001776649,-116.709468834172,NA,21.0352963629049,5.8099189770795,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"MIKEGLENNON","Mike Glennon","QB","TB",366,249,42,25.4861062438698,1.47,18.04,25.72,28.9400598114014,NA,26,53.22,35.4200598114014,17.8000598114014,56.2000598114014,21.3800598114014,24.5000598114014,NA,36.62,-2.99994018859863,NA,13.76,28.1489010989011,25.4861062438698,-220.206804131216,45,16.6536073819832,8.36254804437402,1,0,0,0,NA,0,170,1,NA,NA,NA,0,1
"CHRISHOGAN","Chris Hogan","WR","BUF",367,NA,162,25.093865261531,NA,NA,49,NA,NA,31.0625,NA,NA,NA,NA,19.125,6.25,3.375,NA,NA,NA,35.95,24.0770833333333,25.093865261531,-117.687303750306,NA,17.7865300449994,5.21585847599405,1,1,1,1,NA,1,NA,1,NA,NA,NA,1,1
"MIKETHOMAS","Mike Thomas","WR","HOU",368,NA,163,24.6382916908522,19.71,3.6,3.6,3.6,3.6,26.3125,38.975,3.6,3.6,13.6,25.35,44.6,9.725,3.6,3.6,NA,10.175,23.4409017857143,24.6382916908522,-118.142877320984,NA,13.5858538321652,4.4477343415679,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JEFFTUEL","Jeff Tuel","QB","BUF",369,NA,43,24.4991651744947,NA,NA,62.52,-2.14188228217409,NA,46.942,2.52,-2.14188228217409,7.29811771782591,-2.14188228217409,10.6781177178259,-2.14188228217409,NA,NA,-2.14188228217409,NA,11.09,17.4165,24.4991651744947,-221.193745200591,NA,22.1076471883155,6.00600610873062,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"AUSTINDAVIS","Austin Davis","QB","STL",370,NA,44,24.3500042255785,NA,NA,35.82,NA,NA,29.53,20.5,NA,3,27.2,18,NA,NA,NA,NA,NA,NA,19.15,24.3500042255785,-221.342906149507,NA,11.4305107789051,4.05361422059342,1,1,1,1,NA,0,170,1,NA,NA,NA,1,1
"JOSEPHRANDLE","Joseph Randle","RB","DAL",371,171.5,100,24.1996500541221,23.36,31.975,18.625,33.5,NA,26.185,28.875,21.525,17.325,12.875,19.725,22.375,3.625,NA,NA,NA,23.525,21.6965384615385,24.1996500541221,-96.3108722038624,16.5,7.95779167843918,4.0578683690883,1,1,1,1,NA,0,170,0,NA,NA,NA,1,1
