playerId,player,position,team,status,yahooId,fbgId,cbsId,foxId,fftId,birthdate,draftYear
290,"Frank Okam",DT,NULL,HIS,8928,OkamFr99,517028,NULL,NULL,"1985-10-16 01:00:00",2008
296,"Carlton Powell",DT,NULL,HIS,8917,PoweCa98,431542,NULL,NULL,"1985-08-14 01:00:00",2008
302,"Keith Rivers",LB,DAL,ACT,8786,RiveKe99,1369410,NULL,8800,"1986-05-05 01:00:00",2008
304,"Darrell Robertson",DL,NULL,HIS,NULL,RobeDa99,NULL,NULL,NULL,NULL,NULL
306,"Dominique Rodgers-Cromartie",CB,NYG,ACT,8793,RodgDo99,1248550,NULL,8801,"1986-04-07 01:00:00",2008
308,"Martin Rucker",TE,CLE,HIS,8888,RuckMa00,419998,NULL,NULL,"1985-05-04 01:00:00",2008
310,"Matt Ryan",QB,ATL,ACT,8780,RyanMa00,420095,3671,2955,"1985-05-17 01:00:00",2008
312,"Owen Schmitt",RB,SEA,HIS,8940,SchmOw00,518670,NULL,NULL,"1985-02-13 00:00:00",2008
316,"Jamie Silva",S,NULL,HIS,9060,SilvJa99,NULL,NULL,NULL,NULL,NULL
318,"Jerome Simpson",WR,SF,ACT,8823,SimpJe00,1272073,3755,2961,"1986-02-04 00:00:00",2008
322,"Limas Sweed",WR,PIT,HIS,8830,SweeLi00,437036,NULL,NULL,"1984-12-25 00:00:00",2008
324,"Jacob Tamme",TE,ATL,ACT,8916,TammJa00,421946,3688,2970,"1985-03-15 01:00:00",2008
326,"Terrell Thomas",CB,NULL,HIS,8840,ThomTe99,422172,NULL,NULL,"1985-01-08 00:00:00",2008
328,"Terrence Wheatley",CB,NULL,HIS,8839,WheaTe99,423452,NULL,NULL,"1985-05-05 01:00:00",2008
330,"Philip Wheeler",OLB,SF,UFA,8870,WheePh99,423455,NULL,8821,"1984-12-12 00:00:00",2008
363,"Erik Ainge",QB,NULL,HIS,NULL,AingEr00,NULL,NULL,NULL,NULL,NULL
365,"Alex Brink",QB,NULL,HIS,NULL,BrinAl00,NULL,NULL,NULL,NULL,NULL
367,"Matt Flynn",QB,NE,UFA,8986,FlynMa00,410711,3690,NULL,"1985-06-20 01:00:00",2008
371,"Kevin OConnell",QB,NE,HIS,8871,OConKe00,1245617,NULL,NULL,"1985-05-25 01:00:00",2008
382,"Joe Flacco",QB,BAL,ACT,8795,FlacJo00,1250697,3673,2913,"1985-01-16 00:00:00",2008
384,"Anthony Morelli",QB,NULL,HIS,NULL,MoreAn00,NULL,NULL,NULL,NULL,NULL
729,"Husain Abdullah",FS,KC,ACT,9063,AbduHu99,405198,NULL,NULL,"1985-07-27 01:00:00",2008
733,"Earl Bennett",WR,CHI,HIS,8847,BennEa00,565793,NULL,NULL,"1987-03-23 01:00:00",2008
735,"Davone Bess",WR,MIA,HIS,9030,BessDa00,561619,NULL,NULL,"1985-09-13 01:00:00",2008
739,"Barry Booker",DL,NULL,HIS,NULL,BookBa99,NULL,NULL,NULL,NULL,NULL
744,"Calais Campbell",DE,ARI,ACT,8827,CampCa99,520548,NULL,8723,"1986-09-01 01:00:00",2008
748,"Dennis Dixon",QB,ARI,CUT,8933,DixoDe00,504682,3654,2907,"1985-01-11 00:00:00",2008
754,"Brandon Flowers",CB,SD,ACT,8812,FlowBr99,502818,NULL,8742,"1986-02-18 00:00:00",2008
756,"Vernon Gholston",LB,NULL,HIS,8783,GholVe99,502736,NULL,NULL,"1986-06-05 01:00:00",2008
760,"Justin Harper",WR,NULL,HIS,NULL,HarpJu00,NULL,NULL,NULL,NULL,NULL
762,"Derrick Harvey",DE,NULL,HIS,8784,HarvDe99,502390,NULL,NULL,"1986-11-09 00:00:00",2008
764,"Geno Hayes",OLB,FA,UFA,8952,HayeGe98,558845,NULL,8757,"1987-08-10 01:00:00",2008
766,"Marcus Howard",DE,NULL,HIS,8938,HowaMa99,431341,NULL,NULL,"1985-10-10 01:00:00",2008
768,"Steve Johnson",WR,SD,ACT,9001,JohnSt00,1116922,3908,2935,"1986-07-22 01:00:00",2008
772,"Trevor Laws",DT,NULL,HIS,8824,LawsTr99,415099,NULL,NULL,"1985-06-14 01:00:00",2008
774,"Curtis Lofton",LB,OAK,ACT,8814,LoftCu99,563881,NULL,8781,"1986-06-09 01:00:00",2008
776,"Jerod Mayo",MLB,NE,ACT,8787,MayoJe99,518626,NULL,8785,"1986-02-23 00:00:00",2008
778,"Phillip Merling",DE,NULL,HIS,8809,MerlPh99,564373,NULL,NULL,"1985-08-19 01:00:00",2008
780,"D.J. Parker",DB,NULL,HIS,NULL,NULL,NULL,NULL,NULL,NULL,NULL
784,"Darius Reynaud",WR,CHI,CUT,9161,ReynDa00,502506,4721,3209,"1986-12-29 00:00:00",2008
786,"Pat Sims",DT,CIN,ACT,8854,SimsPa99,518655,NULL,8807,"1985-01-29 00:00:00",2008
790,"Kyle Wright",QB,NULL,HIS,NULL,WrigKy00,NULL,NULL,NULL,NULL,NULL
792,"Jonathan Zenon",DB,NULL,HIS,NULL,ZenoJo99,NULL,NULL,NULL,NULL,NULL
806,"Mark Bradford",WR,NULL,HIS,NULL,BradMa01,NULL,NULL,NULL,NULL,NULL
830,"Marcus Monk",WR,NULL,HIS,NULL,MonkMa00,NULL,NULL,NULL,NULL,NULL
832,"Josh Morgan",WR,NO,ACT,8951,MorgJo00,502839,3717,2945,"1985-06-20 01:00:00",2008
923,"Cory Boyd",RB,NULL,HIS,NULL,BoydCo01,NULL,NULL,NULL,NULL,NULL
925,"Jamaal Charles",RB,KC,ACT,8850,CharJa00,564952,3815,2902,"1986-12-27 00:00:00",2008
927,"Justin Forsett",RB,BAL,ACT,9010,ForsJu00,520386,3760,2915,"1985-10-14 01:00:00",2008
929,"BenJarvus Green-Ellis",RB,FA,CUT,9039,GreeBe00,1616291,3667,2997,"1985-07-02 01:00:00",2008
931,"Felix Jones",RB,DAL,HIS,8799,JoneFe00,565804,NULL,NULL,"1987-05-08 01:00:00",2008
933,"Rafael Little",RB,NULL,HIS,NULL,LittRa00,NULL,NULL,NULL,NULL,NULL
935,"Kregg Lumpkin",RB,GB,HIS,9038,LumpKr00,431338,NULL,NULL,"1984-05-15 01:00:00",2008
939,"Rashard Mendenhall",RB,PIT,HIS,8800,MendRa00,561926,NULL,NULL,"1987-06-19 01:00:00",2008
941,"Ray Rice",RB,FA,CUT,8832,RiceRa00,1243206,3810,2951,"1987-01-22 00:00:00",2008
943,"Dantrell Savage",RB,NULL,HIS,9053,SavaDa00,1133691,NULL,NULL,NULL,NULL
945,"Steve Slaton",RB,HOU,HIS,8866,SlatSt00,565727,NULL,NULL,"1986-01-04 00:00:00",2008
949,"Jonathan Stewart",RB,CAR,ACT,8790,StewJo00,565654,3789,2967,"1987-03-21 01:00:00",2008
953,"Chauncey Washington",RB,JAC,HIS,8990,WashCh00,584661,NULL,NULL,"1985-04-29 01:00:00",2008
1022,"Will Franklin",WR,NULL,HIS,8882,FranWi00,518125,NULL,NULL,"1985-10-13 01:00:00",2008
1024,"James Hardy",WR,BUF,HIS,8818,HardJa00,516911,NULL,NULL,"1985-12-24 00:00:00",2008
1026,"Marcus Henry",WR,NULL,HIS,NULL,HenrMa00,NULL,NULL,NULL,NULL,NULL
1028,"Malcolm Kelly",WR,WAS,HIS,8828,KellMa01,563879,NULL,NULL,"1986-12-30 00:00:00",2008
1030,"Mario Manningham",WR,FA,CUT,8872,MannMa01,565222,3823,2939,"1986-05-25 01:00:00",2008
1032,"Jordy Nelson",WR,GB,ACT,8813,NelsJo00,417623,3694,2946,"1985-05-31 01:00:00",2008
1034,"Maurice Purify",WR,NULL,HIS,NULL,PuriMa00,NULL,NULL,NULL,NULL,NULL
1036,"Devin Thomas",WR,WAS,HIS,8811,ThomDe02,1116870,NULL,NULL,"1986-11-15 00:00:00",2008
1058,"Adrian Arrington",WR,NO,HIS,9014,ArriAd00,517271,NULL,NULL,"1985-11-07 00:00:00",2008
1060,"Gary Barnidge",TE,CLE,ACT,8907,BarnGa01,522814,3766,2890,"1985-09-22 01:00:00",2008
1062,"Martellus Bennett",TE,CHI,ACT,8838,BennMa00,564954,3825,2892,"1987-03-10 01:00:00",2008
1068,"Derek Fine",TE,NULL,HIS,8922,FineDe00,410582,NULL,NULL,"1983-08-24 01:00:00",2008
1070,"J.J. Finley",TE,NULL,HIS,NULL,FinlJ.00,NULL,NULL,NULL,NULL,NULL
1072,"Jermichael Finley",TE,FA,HIS,8868,FinlJe00,584640,NULL,NULL,"1987-03-26 01:00:00",2008
1074,"Dustin Keller",TE,NYJ,HIS,8807,KellDu00,414386,NULL,NULL,"1984-09-25 01:00:00",2008
1076,"Tom Santi",TE,NULL,HIS,8973,SantTo00,515639,NULL,NULL,"1985-11-22 00:00:00",2008
1078,"Darrell Strong",TE,NULL,HIS,NULL,StroDa00,NULL,NULL,NULL,NULL,NULL
1292,"Charles Godfrey",FS,ATL,ACT,8844,GodfCh99,502618,NULL,8746,"1985-11-15 00:00:00",2008
1294,"Jack Ikegwuonu",DB,NULL,HIS,NULL,IkegJa99,NULL,NULL,NULL,NULL,NULL
1296,"Chevis Jackson",CB,NULL,HIS,8845,JackCh99,558560,NULL,NULL,"1985-12-11 00:00:00",2008
1298,"Leodis McKelvin",CB,BUF,ACT,8788,McKeLe99,519682,NULL,8787,"1985-09-01 01:00:00",2008
1302,"Aqib Talib",CB,DEN,ACT,8797,TaliAq99,517808,NULL,8812,"1986-02-13 00:00:00",2008
1306,"Marcus Walker",DB,NULL,HIS,NULL,WalkMa99,NULL,NULL,NULL,NULL,NULL
1308,"Trae Williams",DB,NULL,HIS,NULL,WillTr97,NULL,NULL,NULL,NULL,NULL
1330,"Cliff Avril",DE,SEA,ACT,8869,AvriCl99,519918,NULL,8712,"1986-04-08 01:00:00",2008
1332,"Wallace Gilberry",DE,CIN,ACT,9123,GilbWa99,431159,NULL,8865,"1984-12-05 00:00:00",2008
1334,"Chris Harrington",LB,NULL,HIS,8962,HarrCh97,516594,NULL,NULL,"1985-01-19 00:00:00",2008
1336,"Nick Hayden",DT,DAL,ACT,8958,HaydNi99,1615575,NULL,NULL,"1986-02-04 00:00:00",2008
1338,"Kenny Iwebema",DE,NULL,HIS,8893,IwebKe99,413457,NULL,NULL,"1985-02-06 00:00:00",2008
1344,"Ahtyba Rubin",NT,SEA,ACT,8967,RubiAh99,1123479,NULL,8802,"1986-07-25 01:00:00",2008
1355,"Jehuu Caulcrick",RB,BUF,HIS,9096,CaulJe00,NULL,NULL,NULL,"1983-08-16 01:00:00",2009
1357,"Thomas DeCoud",FS,FA,UFA,8875,DeCoTh99,409444,NULL,8735,"1985-03-19 01:00:00",2008
1359,"Jordon Dizon",LB,NULL,HIS,8822,DizoJo99,518191,NULL,NULL,"1986-01-16 00:00:00",2008
1361,"Tavares Gooden",LB,NULL,HIS,8848,GoodTa99,411523,NULL,NULL,"1984-10-07 01:00:00",2008
1363,"Erin Henderson",LB,NYJ,ACT,9045,HendEr98,504721,NULL,NULL,"1986-07-01 01:00:00",2008
1365,"Jacob Hester",RB,SD,HIS,8846,HestJa00,518132,NULL,NULL,"1985-05-08 01:00:00",2008
1367,"Mike Humpal",LB,NULL,HIS,NULL,HumpMi99,NULL,NULL,NULL,NULL,NULL
1369,"Bryan Kehl",LB,NULL,HIS,8903,KehlBr99,559277,NULL,NULL,"1984-06-16 01:00:00",2008
1371,"Jeremy Leman",LB,NULL,HIS,NULL,LemaJe99,NULL,NULL,NULL,NULL,NULL
1373,"Taylor Mehlhaff",K,NULL,HIS,8955,MehlTa44,518105,NULL,NULL,"1985-08-25 01:00:00",2008
1375,"Kenny Phillips",DB,NO,ACT,8808,PhilKe99,558593,NULL,NULL,"1986-11-24 00:00:00",2008
1377,"Carl Stewart",RB,NULL,HIS,NULL,StewCa00,NULL,NULL,NULL,NULL,NULL
1579,"Dominique Barber",S,NULL,HIS,8950,BarbDo99,517310,NULL,NULL,"1986-08-02 01:00:00",2008
1581,"DeSean Jackson",WR,WAS,ACT,8826,JackDe00,559554,3814,2930,"1986-12-01 00:00:00",2008
1678,"Johnny Dingle",DL,NULL,HIS,NULL,DingJo99,NULL,NULL,NULL,NULL,NULL
1680,"Marcus Dixon",DE,NULL,HIS,9108,DixoMa99,1252339,NULL,NULL,"1984-09-16 01:00:00",2008
1681,"Tyvon Branch",DB,KC,ACT,8877,BranTy99,537432,NULL,8721,"1986-12-11 00:00:00",2008
1685,"Titus Brown",LB,NULL,HIS,9089,BrowTi99,1616697,NULL,NULL,"1986-03-27 01:00:00",2008
1687,"Caleb Campbell",S,NULL,HIS,8995,CampCa98,1749485,NULL,NULL,"1984-09-14 01:00:00",2008
1691,"Joe Clermond",DL,NULL,HIS,NULL,ClerJo99,NULL,NULL,NULL,NULL,NULL
1693,"Angelo Craig",DL,NULL,HIS,NULL,CraiAn99,NULL,NULL,NULL,NULL,NULL
1702,"Lionel Dotson",DE,NULL,HIS,9022,DotsLi99,409795,NULL,NULL,"1985-02-11 00:00:00",2008
1706,"Andre Fluellen",DT,BUF,UFA,8864,FlueAn99,410703,NULL,NULL,"1985-03-07 00:00:00",2008
1708,"Wilrey Fontenot",DB,NULL,HIS,NULL,FontWi99,NULL,NULL,NULL,NULL,NULL
1710,"Curtis Gatewood",LB,NULL,HIS,9120,GateCu99,411198,NULL,NULL,NULL,NULL
1712,"Jeremy Geathers",DL,NULL,HIS,NULL,GeatJe99,NULL,NULL,NULL,NULL,NULL
1714,"Jonathan Goff",LB,NULL,HIS,8942,GoffJo99,411465,NULL,NULL,"1985-12-12 00:00:00",2008
1718,"Ryan Grice-Mullen",WR,NULL,HIS,NULL,GricRy00,NULL,NULL,NULL,NULL,NULL
1720,"Letroy Guion",NT,GB,ACT,8929,GuioLe99,558843,NULL,NULL,"1987-06-21 01:00:00",2008
1722,"Gary Guyton",LB,NULL,HIS,9049,GuytGa99,502623,NULL,NULL,"1985-11-14 00:00:00",2008
1724,"Dennis Keyes",DB,NULL,HIS,NULL,KeyeDe99,NULL,NULL,NULL,NULL,NULL
1726,"Justin King",CB,NULL,HIS,8878,KingJu99,565737,NULL,NULL,"1987-05-11 01:00:00",2008
1732,"Bryan Mattison",DL,NULL,HIS,9144,MattBr99,NULL,NULL,NULL,NULL,NULL
1734,"Jameel McClain",MLB,NYG,ACT,9068,McClJa99,416254,NULL,8829,"1985-07-25 01:00:00",2008
1820,"Jamar Adams",S,NULL,HIS,9075,AdamJa99,517269,NULL,NULL,"1985-11-29 00:00:00",2008
1962,"Josh Barrett",S,NULL,HIS,8997,BarrJo99,432341,NULL,NULL,"1984-11-22 00:00:00",2008
1966,"John Carlson",TE,FA,ACT,8815,CarlJo00,407903,3698,2901,"1984-05-12 01:00:00",2008
1968,"Simeon Castille",CB,NULL,HIS,9054,CastSi99,518671,NULL,NULL,NULL,NULL
1970,"Tashard Choice",RB,DAL,HIS,8902,ChoiTa00,561597,NULL,NULL,"1984-11-20 00:00:00",2008
1972,"Brad Cottam",TE,KC,HIS,8853,CottBr00,1615563,NULL,NULL,"1984-11-28 00:00:00",2008
1974,"Quintin Demps",FS,FA,UFA,8894,DempQu99,409505,NULL,NULL,"1985-06-29 01:00:00",2008
1978,"Jonathan Hefney",DB,NULL,HIS,NULL,HefnJo99,NULL,NULL,NULL,NULL,NULL
1980,"Peyton Hillis",RB,FA,UFA,9004,HillPe00,523458,3751,2928,"1986-01-21 00:00:00",2008
1982,"Chris Horton",S,NULL,HIS,9026,HortCh99,413119,NULL,NULL,"1984-12-29 00:00:00",2008
1984,"Paul Hubbard",WR,CLE,HIS,8968,HubbPa00,502421,NULL,NULL,"1985-06-12 01:00:00",2008
1986,"Allen Patrick",RB,NULL,HIS,NULL,PatrAl00,NULL,NULL,NULL,NULL,NULL
1988,"DeMario Pressley",DT,NULL,HIS,8910,PresDe99,504766,NULL,NULL,"1985-11-03 01:00:00",2008
1990,"Eddie Royal",WR,CHI,ACT,8819,RoyaEd00,516510,3718,2953,"1986-05-21 01:00:00",2008
1992,"Craig Stevens",TE,TEN,ACT,8862,StevCr00,421599,3653,NULL,"1984-09-01 01:00:00",2008
1996,"Ryan Torain",RB,DEN,HIS,8905,ToraRy00,1113502,NULL,NULL,"1986-08-10 01:00:00",2008
1998,"DeJuan Tribble",DB,NULL,HIS,NULL,TribDe99,NULL,NULL,NULL,NULL,NULL
2000,"Tom Zbikowski",S,NULL,HIS,8863,ZbikTo99,424395,NULL,NULL,"1985-05-22 01:00:00",2008
2002,"John David Booty",QB,NULL,HIS,NULL,BootJo00,NULL,NULL,NULL,NULL,NULL
2009,"Ben Moffitt",LB,NULL,HIS,NULL,NULL,NULL,NULL,NULL,NULL,NULL
2011,"Antwaun Molden",CB,NULL,HIS,8856,MoldAn99,1248194,NULL,NULL,"1985-01-23 00:00:00",2008
2013,"DaJuan Morgan",S,NULL,HIS,8859,MorgDa98,504763,NULL,NULL,"1985-10-21 01:00:00",2008
2019,"Chase Ortiz",LB,NULL,HIS,NULL,OrtiCh99,NULL,NULL,NULL,NULL,NULL
2060,"Todd Blythe",WR,NULL,HIS,NULL,BlytTo00,NULL,NULL,NULL,NULL,NULL
2303,"David Roach",S,NULL,HIS,9183,NULL,419614,NULL,NULL,"1985-08-09 01:00:00",2008
2307,"Orlando Scandrick",CB,DAL,ACT,8909,ScanOr99,556987,NULL,8804,"1987-02-10 00:00:00",2008
2311,"Dorian Smith",DL,NULL,HIS,NULL,SmitDo99,NULL,NULL,NULL,NULL,NULL
2315,"Brandon Sumrall",DB,NULL,HIS,NULL,SumrBr99,NULL,NULL,NULL,NULL,NULL
2317,"Jeremy Thompson",DE,NULL,HIS,8879,ThomJe99,516538,NULL,NULL,"1985-10-09 01:00:00",2008
2321,"Justin Tryon",DB,NULL,HIS,8904,TryoJu99,1615616,NULL,NULL,"1984-05-29 01:00:00",2008
2323,"David Vobora",LB,NULL,HIS,9029,VoboDa99,1615617,NULL,NULL,"1986-04-08 01:00:00",2008
2325,"Jonathan Wilhite",CB,NULL,HIS,8919,WilhJo99,1615620,NULL,NULL,"1984-02-23 00:00:00",2008
2329,"Dre Moore",DT,FA,HIS,8892,MoorDr99,502755,NULL,NULL,"1985-06-09 01:00:00",2008
2331,"Mario Urrutia",WR,NULL,HIS,NULL,UrruMa00,NULL,NULL,NULL,NULL,NULL
2342,"Alvin Bowen",LB,NULL,HIS,8915,BoweAl99,584519,NULL,NULL,"1983-12-24 00:00:00",2008
2346,"Pierre Garcon",WR,WAS,ACT,8982,GarcPi00,583087,3996,2918,"1986-08-08 01:00:00",2008
2348,"Marcus Harrison",DT,NULL,HIS,8867,HarrMa98,412354,NULL,NULL,"1984-07-10 01:00:00",2008
2350,"Louis Holmes",DL,NULL,HIS,NULL,HolmLo99,NULL,NULL,NULL,NULL,NULL
2354,"Wesley Woodyard",ILB,TEN,ACT,9072,WoodWe99,519042,NULL,8848,"1986-07-21 01:00:00",2008
2641,"Xavier Omon",RB,BUF,HIS,8956,OmonXa00,582146,NULL,NULL,"1985-02-15 00:00:00",2008
2643,"Jalen Parmele",RB,ARI,CUT,8953,ParmJa00,534088,4649,2949,"1985-12-30 00:00:00",2008
2645,"Craig Steltz",DB,NULL,HIS,8899,StelCr99,518130,NULL,NULL,"1986-05-07 01:00:00",2008
2649,"Danny Amendola",WR,NE,ACT,9037,AmenDa00,516968,3732,11321,"1985-11-02 01:00:00",2008
2653,"Jaymar Johnson",WR,MIN,HIS,8970,JohnJa01,1615583,NULL,NULL,"1984-07-10 01:00:00",2008
2662,"Yvenson Bernard",RB,NULL,HIS,NULL,BernYv00,NULL,NULL,NULL,NULL,NULL
2664,"Kroy Biermann",OLB,ATL,ACT,8931,BierKr99,1599752,NULL,8718,"1985-09-12 01:00:00",2008
2670,"Larry Grant",LB,NULL,HIS,8991,GranLa99,1117573,NULL,NULL,"1985-02-16 00:00:00",2008
2674,"Darnell Jenkins",WR,NULL,HIS,NULL,JenkDa00,NULL,NULL,NULL,NULL,NULL
2676,"Tyrell Johnson",S,NULL,HIS,8820,JohnTy99,556927,NULL,NULL,"1985-05-19 01:00:00",2008
2678,"Kolo Kapanui",TE,NULL,HIS,NULL,KapaKo00,NULL,NULL,NULL,NULL,NULL
2680,"Stanford Keglar",LB,NULL,HIS,8924,KeglSt99,1615585,NULL,NULL,"1985-07-04 01:00:00",2008
2684,"Shaheer McBride",WR,NULL,HIS,NULL,McBrSh00,NULL,NULL,NULL,NULL,NULL
2688,"Evan Moore",TE,CLE,HIS,9539,MoorEv00,1616872,NULL,NULL,"1985-01-03 00:00:00",2008
2690,"Steve Octavien",LB,NULL,HIS,9231,OctaSt99,1616778,NULL,NULL,NULL,NULL
2694,"Billy Pittman",WR,NULL,HIS,NULL,PittBi00,NULL,NULL,NULL,NULL,NULL
2698,"Matterral Richardson",DB,NULL,HIS,NULL,RichMa99,NULL,NULL,NULL,NULL,NULL
2700,"Lorne Sam",WR,NULL,HIS,NULL,SamxLo00,NULL,NULL,NULL,NULL,NULL
2704,"Glenn Sharpe",DB,NULL,HIS,NULL,SharGl99,NULL,NULL,NULL,NULL,NULL
2706,"Arman Shields",WR,NULL,HIS,NULL,ShieAr00,NULL,NULL,NULL,NULL,NULL
2708,"Chad Simpson",RB,IND,HIS,9167,SimpCh00,1616805,NULL,NULL,"1985-08-22 01:00:00",2008
2710,"Bryan Smith",DE,NULL,HIS,8857,SmitBr97,1278263,NULL,NULL,"1983-11-29 00:00:00",2008
2712,"Taj Smith",WR,IND,HIS,9044,SmitTa00,NULL,NULL,NULL,"1983-09-30 01:00:00",2009
2716,"Nehemiah Warrick",DB,NULL,HIS,NULL,WarrNe99,NULL,NULL,NULL,NULL,NULL
2718,"Joe West",WR,NULL,HIS,NULL,WestJo00,NULL,NULL,NULL,NULL,NULL
4227,"Marcus Coleman",S,NULL,HIS,3632,ColeMa98,NULL,NULL,NULL,NULL,NULL
4231,"Jed Collins",RB,FA,UFA,9098,CollJe01,1616845,3763,NULL,"1986-03-03 00:00:00",2008
4233,"Brandon Coutu",K,NULL,HIS,9012,CoutBr44,1615564,NULL,NULL,"1984-09-29 01:00:00",2008
4235,"Mike Cox",RB,KC,HIS,9051,CoxxMi00,502611,NULL,NULL,"1985-07-11 01:00:00",2008
4237,"Tyson DeVree",TE,NULL,HIS,NULL,DeVrTy00,NULL,NULL,NULL,NULL,NULL
4239,"Derrick Doggett",LB,NULL,HIS,NULL,DoggDe99,NULL,NULL,NULL,NULL,NULL
4241,"Keilen Dykes",DE,NULL,HIS,9112,DykeKe99,502476,NULL,NULL,NULL,NULL
4247,"Eric Foster",DT,NULL,HIS,9058,FostEr99,436582,NULL,NULL,"1985-04-05 01:00:00",2008
4251,"Rudolph Hardie",DL,NULL,HIS,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4255,"Kelin Johnson",DB,NULL,HIS,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4261,"Tony Joiner",DB,NULL,HIS,NULL,NULL,NULL,NULL,NULL,NULL,NULL
4267,"Danny Lansanah",OLB,TB,ACT,9136,LansDa98,436019,NULL,14413,"1985-08-28 01:00:00",2008
4271,"Derek Lokey",DL,NULL,HIS,NULL,LokeDe99,NULL,NULL,NULL,NULL,NULL
