"playerId","adp","leagueType","source"
2543509,"67.42","std","MFL"
2543509,"91.1","std","ESPN"
2543509,"11.6","std","FFC"
2543509,"68.3","std","Yahoo"
2533039,"26.07","std","MFL"
2533039,"29.6","std","ESPN"
2533039,"19.4","std","FFC"
2533039,"24.1","std","Yahoo"
494317,"170.0","std","ESPN"
2552487,"37.77","std","MFL"
2552487,"55.8","std","ESPN"
2552487,"26.3","std","FFC"
2552487,"52.8","std","Yahoo"
2552305,"170.0","std","ESPN"
2552374,"47.59","std","MFL"
2552374,"87.7","std","ESPN"
2552374,"80.7","std","FFC"
2552374,"78.3","std","Yahoo"
206,"170.0","std","ESPN"
2539217,"51.36","std","MFL"
2539217,"65.4","std","ESPN"
2539217,"158.1","std","FFC"
2539217,"59.1","std","Yahoo"
2495453,"170.0","std","ESPN"
2505551,"49.6","std","MFL"
2505551,"68.1","std","ESPN"
2505551,"166.9","std","FFC"
2505551,"38.9","std","Yahoo"
497320,"170.0","std","ESPN"
2543565,"153.38","std","MFL"
2543565,"120.5","std","ESPN"
2508097,"230.26","std","MFL"
2508097,"170.0","std","ESPN"
2533031,"12.78","std","MFL"
2533031,"17.0","std","ESPN"
2533031,"47.7","std","FFC"
2533031,"14.0","std","Yahoo"
497258,"170.0","std","ESPN"
2495143,"153.3","std","MFL"
2495143,"170.0","std","ESPN"
2495143,"88.3","std","FFC"
2495143,"122.5","std","Yahoo"
2552670,"170.0","std","ESPN"
2505587,"108.48","std","MFL"
2505587,"113.0","std","ESPN"
2505587,"154.6","std","FFC"
2505587,"100.4","std","Yahoo"
2543459,"170.0","std","ESPN"
497172,"170.0","std","ESPN"
2495835,"170.0","std","ESPN"
2543592,"170.0","std","ESPN"
2495807,"189.39","std","MFL"
2495807,"170.0","std","ESPN"
208,"170.0","std","ESPN"
2543680,"170.0","std","ESPN"
89798,"170.0","std","ESPN"
2550474,"170.0","std","ESPN"
2508061,"5.73","std","MFL"
2508061,"8.8","std","ESPN"
2508061,"1.8","std","FFC"
2508061,"6.4","std","Yahoo"
2495822,"170.0","std","ESPN"
2505299,"128.65","std","MFL"
2505299,"122.7","std","ESPN"
2505299,"83.5","std","FFC"
2505299,"119.4","std","Yahoo"
2505988,"170.0","std","ESPN"
2506347,"170.0","std","ESPN"
2534566,"170.0","std","ESPN"
1302,"170.0","std","ESPN"
79555,"51.26","std","MFL"
79555,"63.9","std","ESPN"
79555,"37.7","std","FFC"
79555,"71.7","std","Yahoo"
2552493,"123.05","std","MFL"
2552493,"170.0","std","ESPN"
2543714,"170.0","std","ESPN"
2550454,"170.0","std","ESPN"
2533349,"170.0","std","ESPN"
2534437,"170.0","std","ESPN"
2543683,"134.9","std","MFL"
2543683,"118.7","std","ESPN"
2543683,"109.9","std","FFC"
2543683,"132.5","std","Yahoo"
2543597,"170.0","std","ESPN"
2552267,"170.0","std","ESPN"
79631,"170.0","std","ESPN"
2539234,"170.0","std","ESPN"
2540140,"170.0","std","ESPN"
494259,"166.63","std","MFL"
494259,"170.0","std","ESPN"
2543571,"170.0","std","ESPN"
79625,"170.0","std","ESPN"
100005,"219.97","std","MFL"
100005,"170.0","std","ESPN"
100005,"116.3","std","Yahoo"
2543884,"170.0","std","ESPN"
2552306,"170.0","std","ESPN"
2552396,"170.0","std","ESPN"
2506109,"56.41","std","MFL"
2506109,"54.2","std","ESPN"
2506109,"55.1","std","FFC"
2506109,"42.8","std","Yahoo"
497208,"170.0","std","ESPN"
2552490,"88.92","std","MFL"
2552490,"170.0","std","ESPN"
2543855,"170.0","std","ESPN"
100006,"184.61","std","MFL"
100006,"170.0","std","ESPN"
100006,"127.9","std","Yahoo"
929,"170.0","std","ESPN"
2550198,"170.0","std","ESPN"
2540163,"170.0","std","ESPN"
2533545,"170.0","std","ESPN"
2495930,"170.0","std","ESPN"
2495328,"170.0","std","ESPN"
2495328,"98.6","std","FFC"
100003,"111.21","std","MFL"
100003,"74.9","std","ESPN"
100003,"70.7","std","Yahoo"
2532976,"170.0","std","ESPN"
2543682,"109.55","std","MFL"
2543682,"110.1","std","ESPN"
2495441,"170.0","std","ESPN"
2550278,"170.0","std","ESPN"
2552478,"170.0","std","ESPN"
2552478,"147.2","std","FFC"
2543477,"173.11","std","MFL"
2543477,"170.0","std","ESPN"
2543477,"58.8","std","FFC"
2543477,"122.8","std","Yahoo"
2539219,"170.0","std","ESPN"
2552434,"170.0","std","ESPN"
2534571,"170.0","std","ESPN"
2532966,"87.05","std","MFL"
2532966,"170.0","std","ESPN"
80636,"170.0","std","ESPN"
2539243,"170.0","std","ESPN"
2543505,"170.0","std","ESPN"
2550658,"196.99","std","MFL"
2550658,"170.0","std","ESPN"
2543498,"29.8","std","MFL"
2543498,"40.4","std","ESPN"
2543498,"47.5","std","FFC"
2543498,"34.2","std","Yahoo"
2532797,"209.51","std","MFL"
2532797,"170.0","std","ESPN"
2536342,"170.0","std","ESPN"
2532798,"170.0","std","ESPN"
2506155,"170.0","std","ESPN"
4365,"170.0","std","ESPN"
2550328,"156.28","std","MFL"
2550328,"170.0","std","ESPN"
2550328,"127.1","std","Yahoo"
754,"170.0","std","ESPN"
496788,"170.0","std","ESPN"
497302,"108.75","std","MFL"
497302,"170.0","std","ESPN"
497302,"168","std","FFC"
497302,"113.0","std","Yahoo"
2532898,"144.47","std","MFL"
2532898,"170.0","std","ESPN"
2495893,"58.91","std","MFL"
2495893,"59.2","std","ESPN"
2495893,"16.3","std","FFC"
2495893,"49.4","std","Yahoo"
2495677,"170.0","std","ESPN"
2495678,"170.0","std","ESPN"
89766,"170.0","std","ESPN"
71431,"170.0","std","ESPN"
81306,"170.0","std","ESPN"
2532970,"170.0","std","ESPN"
2553618,"170.0","std","ESPN"
2541302,"170.0","std","ESPN"
2507218,"170.0","std","ESPN"
2507218,"146.3","std","FFC"
2506861,"170.0","std","ESPN"
2552597,"100.8","std","MFL"
2552597,"170.0","std","ESPN"
2552597,"108.3","std","FFC"
2552597,"126.7","std","Yahoo"
2552588,"134.98","std","MFL"
2552588,"170.0","std","ESPN"
2505207,"170.0","std","ESPN"
80421,"170.0","std","ESPN"
81831,"226.44","std","MFL"
81831,"170.0","std","ESPN"
81294,"198.56","std","MFL"
81294,"170.0","std","ESPN"
2541512,"170.0","std","ESPN"
2552268,"170.0","std","ESPN"
71423,"170.0","std","ESPN"
2532933,"131.38","std","MFL"
2532933,"140.2","std","ESPN"
2532933,"130.3","std","Yahoo"
2495723,"170.0","std","ESPN"
2541388,"170.0","std","ESPN"
2533436,"199.41","std","MFL"
2533436,"170.0","std","ESPN"
2533436,"150.2","std","FFC"
100009,"146.88","std","MFL"
100009,"106.3","std","ESPN"
100009,"117.5","std","Yahoo"
100007,"200.41","std","MFL"
100007,"170.0","std","ESPN"
100007,"140.5","std","Yahoo"
2495136,"170.0","std","ESPN"
2543646,"170.0","std","ESPN"
2495838,"170.0","std","ESPN"
2532871,"170.0","std","ESPN"
2495314,"170.0","std","ESPN"
2528181,"170.0","std","ESPN"
2534796,"170.0","std","ESPN"
2552307,"170.0","std","ESPN"
2552369,"119.15","std","MFL"
2552369,"170.0","std","ESPN"
100031,"215.3","std","MFL"
100031,"170.0","std","ESPN"
2552289,"105.26","std","MFL"
2552289,"170.0","std","ESPN"
2495343,"170.0","std","ESPN"
2552568,"170.0","std","ESPN"
2495310,"170.0","std","ESPN"
2540269,"15.55","std","MFL"
2540269,"12.4","std","ESPN"
2540269,"60.5","std","FFC"
2540269,"15.8","std","Yahoo"
2543721,"170.0","std","ESPN"
2506526,"170.0","std","ESPN"
2543464,"82.33","std","MFL"
2543464,"158.5","std","ESPN"
497204,"60.99","std","MFL"
497204,"86.0","std","ESPN"
497204,"89.9","std","Yahoo"
2552559,"170.0","std","ESPN"
2508068,"170.0","std","ESPN"
744,"130.18","std","MFL"
744,"170.0","std","ESPN"
2495647,"16.17","std","MFL"
2495647,"20.3","std","ESPN"
2495647,"31.1","std","FFC"
2495647,"15.8","std","Yahoo"
2505622,"170.0","std","ESPN"
2543469,"170.0","std","ESPN"
2495455,"83.61","std","MFL"
2495455,"89.7","std","ESPN"
2495455,"23","std","FFC"
2495455,"77.1","std","Yahoo"
2552375,"140.59","std","MFL"
2552375,"170.0","std","ESPN"
2552375,"115.1","std","FFC"
2550656,"170.0","std","ESPN"
2508109,"170.0","std","ESPN"
2495184,"176.55","std","MFL"
2495184,"170.0","std","ESPN"
2506314,"143.68","std","MFL"
2506314,"170.0","std","ESPN"
80668,"170.0","std","ESPN"
2543748,"170.0","std","ESPN"
100026,"147.46","std","MFL"
100026,"135.5","std","ESPN"
100026,"87.8","std","Yahoo"
2552280,"170.0","std","ESPN"
496780,"135.35","std","MFL"
496780,"170.0","std","ESPN"
2543743,"41.68","std","MFL"
2543743,"42.8","std","ESPN"
2543743,"44.6","std","FFC"
2543743,"54.2","std","Yahoo"
2506348,"170.0","std","ESPN"
2505245,"139.16","std","MFL"
2505245,"116.0","std","ESPN"
2505245,"66.3","std","FFC"
2505245,"126.3","std","Yahoo"
4471,"170.0","std","ESPN"
2532888,"170.0","std","ESPN"
2532861,"170.0","std","ESPN"
2495341,"201.02","std","MFL"
2495341,"170.0","std","ESPN"
2495341,"123.9","std","Yahoo"
79629,"170.0","std","ESPN"
2553229,"170.0","std","ESPN"
2495356,"170.0","std","ESPN"
2506881,"170.0","std","ESPN"
252,"170.0","std","ESPN"
2533538,"100.23","std","MFL"
2533538,"170.0","std","ESPN"
2550268,"170.0","std","ESPN"
100028,"219.13","std","MFL"
100028,"170.0","std","ESPN"
2495139,"166.08","std","MFL"
2495139,"170.0","std","ESPN"
2495139,"124.7","std","Yahoo"
2552691,"170.0","std","ESPN"
2507187,"170.0","std","ESPN"
2541147,"82.12","std","MFL"
2541147,"93.9","std","ESPN"
2541147,"107.2","std","Yahoo"
2543770,"134.09","std","MFL"
2543770,"127.4","std","ESPN"
2543770,"144.8","std","FFC"
2505625,"170.0","std","ESPN"
2503797,"200.89","std","MFL"
2503797,"170.0","std","ESPN"
2495974,"170.0","std","ESPN"
71255,"170.0","std","ESPN"
81284,"170.0","std","ESPN"
2534244,"170.0","std","ESPN"
100016,"172.96","std","MFL"
100016,"106.6","std","ESPN"
100016,"126.0","std","Yahoo"
2507557,"170.0","std","ESPN"
2543772,"170.0","std","ESPN"
2506469,"170.0","std","ESPN"
2505312,"170.0","std","ESPN"
2552652,"132.54","std","MFL"
2552652,"170.0","std","ESPN"
2495142,"170.0","std","ESPN"
2535634,"170.0","std","ESPN"
2539202,"170.0","std","ESPN"
2539246,"170.0","std","ESPN"
2539246,"170.0","std","ESPN"
2553652,"170.0","std","ESPN"
2539246,"170.0","std","ESPN"
2530510,"170.0","std","ESPN"
2530510,"170.0","std","ESPN"
2530515,"170.0","std","ESPN"
2507999,"82.78","std","MFL"
2507999,"64.2","std","ESPN"
2507999,"54.5","std","FFC"
2507999,"88.8","std","Yahoo"
262,"187.23","std","MFL"
262,"170.0","std","ESPN"
262,"120.1","std","FFC"
262,"111.6","std","Yahoo"
276,"170.0","std","ESPN"
2531049,"203.92","std","MFL"
2531049,"170.0","std","ESPN"
2550628,"170.0","std","ESPN"
2533037,"198.35","std","MFL"
2533037,"170.0","std","ESPN"
2540011,"170.0","std","ESPN"
2552602,"170.0","std","ESPN"
2550572,"170.0","std","ESPN"
2543720,"170.0","std","ESPN"
2495215,"170.0","std","ESPN"
2539322,"175.58","std","MFL"
2539322,"140.0","std","ESPN"
2539322,"159","std","FFC"
2495620,"170.0","std","ESPN"
497242,"170.0","std","ESPN"
80431,"154.32","std","MFL"
80431,"170.0","std","ESPN"
2552386,"170.0","std","ESPN"
1330,"170.0","std","ESPN"
2495198,"170.0","std","ESPN"
89758,"170.0","std","ESPN"
2552397,"130.39","std","MFL"
2552397,"170.0","std","ESPN"
2552397,"165.3","std","FFC"
2532838,"149.38","std","MFL"
2532838,"170.0","std","ESPN"
2532838,"122.0","std","Yahoo"
2543590,"146.84","std","MFL"
2543590,"136.9","std","ESPN"
2543590,"125.6","std","Yahoo"
2535698,"190.1","std","MFL"
2535698,"170.0","std","ESPN"
2535698,"111.1","std","Yahoo"
2505358,"170.0","std","ESPN"
2495186,"135","std","MFL"
2495186,"109.8","std","ESPN"
2495186,"156.4","std","FFC"
2495186,"123.2","std","Yahoo"
2507597,"170.0","std","ESPN"
497123,"170.0","std","ESPN"
100014,"193.54","std","MFL"
100014,"170.0","std","ESPN"
100014,"143.2","std","Yahoo"
71197,"170.0","std","ESPN"
2550252,"170.0","std","ESPN"
2536071,"170.0","std","ESPN"
2540145,"179.73","std","MFL"
2540145,"170.0","std","ESPN"
2550546,"211.37","std","MFL"
2550546,"170.0","std","ESPN"
2495613,"170.0","std","ESPN"
2553650,"170.0","std","ESPN"
2495483,"170.0","std","ESPN"
2495497,"170.0","std","ESPN"
2506978,"170.0","std","ESPN"
2505510,"170.0","std","ESPN"
100008,"197.47","std","MFL"
100008,"99.3","std","ESPN"
100008,"118.8","std","Yahoo"
2552570,"170.0","std","ESPN"
2532431,"170.0","std","ESPN"
1992,"170.0","std","ESPN"
2543794,"229.81","std","MFL"
2543794,"170.0","std","ESPN"
2505363,"170.0","std","ESPN"
774,"170.0","std","ESPN"
2553442,"170.0","std","ESPN"
2539237,"170.0","std","ESPN"
2539943,"170.0","std","ESPN"
2552389,"170.0","std","ESPN"
2536031,"170.0","std","ESPN"
2552436,"170.0","std","ESPN"
2550512,"208.16","std","MFL"
2550512,"170.0","std","ESPN"
2535718,"170.0","std","ESPN"
2540138,"170.0","std","ESPN"
2532864,"187.41","std","MFL"
2532864,"170.0","std","ESPN"
2506481,"170.0","std","ESPN"
2508083,"170.0","std","ESPN"
497262,"170.0","std","ESPN"
2495892,"170.0","std","ESPN"
2506619,"170.0","std","ESPN"
2550154,"170.0","std","ESPN"
2550257,"170.0","std","ESPN"
2552603,"170.0","std","ESPN"
79844,"170.0","std","ESPN"
2649,"196.15","std","MFL"
2649,"170.0","std","ESPN"
2649,"160.3","std","FFC"
4267,"170.0","std","ESPN"
2532961,"170.0","std","ESPN"
4327,"119.99","std","MFL"
4327,"107.0","std","ESPN"
4327,"84","std","FFC"
4327,"120.0","std","Yahoo"
2495339,"170.0","std","ESPN"
2553431,"90.85","std","MFL"
2553431,"170.0","std","ESPN"
2495724,"170.0","std","ESPN"
494307,"170.0","std","ESPN"
2552676,"170.0","std","ESPN"
2540288,"170.0","std","ESPN"
2506115,"170.0","std","ESPN"
2543474,"170.0","std","ESPN"
2495717,"170.0","std","ESPN"
2540928,"170.0","std","ESPN"
284,"108.93","std","MFL"
284,"115.7","std","ESPN"
284,"65.7","std","FFC"
284,"113.9","std","Yahoo"
2506467,"135.53","std","MFL"
2506467,"124.9","std","ESPN"
2506467,"138.7","std","FFC"
2506467,"112.9","std","Yahoo"
2552408,"124.08","std","MFL"
2552408,"170.0","std","ESPN"
80427,"170.0","std","ESPN"
2553353,"170.0","std","ESPN"
2506029,"170.0","std","ESPN"
496959,"170.0","std","ESPN"
2495611,"170.0","std","ESPN"
2543495,"66.38","std","MFL"
2543495,"70.5","std","ESPN"
2543495,"157.3","std","FFC"
2543495,"68.4","std","Yahoo"
2540170,"170.0","std","ESPN"
2552376,"108.51","std","MFL"
2552376,"170.0","std","ESPN"
2552376,"110.5","std","FFC"
2543751,"170.0","std","ESPN"
2495621,"170.0","std","ESPN"
2507399,"170.0","std","ESPN"
2553435,"109.42","std","MFL"
2553435,"132.4","std","ESPN"
2553435,"10.3","std","FFC"
79589,"170.0","std","ESPN"
2506937,"170.0","std","ESPN"
2540165,"32.17","std","MFL"
2540165,"34.3","std","ESPN"
2540165,"8.2","std","FFC"
2540165,"32.0","std","Yahoo"
71365,"93.14","std","MFL"
71365,"166.0","std","ESPN"
2552627,"109.43","std","MFL"
2552627,"170.0","std","ESPN"
2552657,"170.0","std","ESPN"
2506108,"170.0","std","ESPN"
2495979,"153.65","std","MFL"
2495979,"120.8","std","ESPN"
2495979,"83.9","std","FFC"
2495979,"114.1","std","Yahoo"
2495966,"113.39","std","MFL"
2495966,"108.4","std","ESPN"
2495966,"67.9","std","FFC"
2495966,"89.4","std","Yahoo"
2495207,"15.95","std","MFL"
2495207,"12.2","std","ESPN"
2495207,"49.5","std","FFC"
2495207,"13.8","std","Yahoo"
2543490,"170.0","std","ESPN"
2533008,"170.0","std","ESPN"
497328,"12.08","std","MFL"
497328,"15.8","std","ESPN"
497328,"18.5","std","FFC"
497328,"11.6","std","Yahoo"
2506888,"170.0","std","ESPN"
2543557,"170.0","std","ESPN"
2541187,"170.0","std","ESPN"
2539260,"174.63","std","MFL"
2539260,"137.0","std","ESPN"
2550646,"170.0","std","ESPN"
497254,"170.0","std","ESPN"
2552310,"96.55","std","MFL"
2552310,"170.0","std","ESPN"
2552678,"170.0","std","ESPN"
2543769,"170.0","std","ESPN"
2506546,"170.0","std","ESPN"
2543499,"154.94","std","MFL"
2543499,"170.0","std","ESPN"
2543499,"93.4","std","FFC"
2543499,"119.6","std","Yahoo"
2534241,"170.0","std","ESPN"
2534871,"170.0","std","ESPN"
2506353,"158.87","std","MFL"
2506353,"170.0","std","ESPN"
2552390,"170.0","std","ESPN"
1581,"65.04","std","MFL"
1581,"54.7","std","ESPN"
1581,"76.5","std","FFC"
1581,"49.4","std","Yahoo"
2507568,"170.0","std","ESPN"
2539334,"170.0","std","ESPN"
2552409,"96.59","std","MFL"
2552409,"133.8","std","ESPN"
2552409,"109.3","std","FFC"
2552409,"126.1","std","Yahoo"
2552458,"105","std","MFL"
2552458,"127.5","std","ESPN"
2552458,"141","std","FFC"
2552458,"116.9","std","Yahoo"
2506897,"170.0","std","ESPN"
494287,"170.0","std","ESPN"
2553434,"122.68","std","MFL"
2553434,"170.0","std","ESPN"
2543869,"170.0","std","ESPN"
2543583,"103.25","std","MFL"
2543583,"112.6","std","ESPN"
2543583,"9.5","std","FFC"
2543583,"119.6","std","Yahoo"
2553234,"170.0","std","ESPN"
497278,"9.55","std","MFL"
497278,"16.6","std","ESPN"
497278,"12.8","std","FFC"
497278,"8.4","std","Yahoo"
2550279,"170.0","std","ESPN"
2539288,"170.0","std","ESPN"
2495469,"172.85","std","MFL"
2495469,"124.5","std","ESPN"
2495469,"55.4","std","FFC"
2495469,"98.4","std","Yahoo"
2540200,"170.0","std","ESPN"
2552253,"170.0","std","ESPN"
100019,"142.36","std","MFL"
100019,"121.8","std","ESPN"
100019,"130.7","std","Yahoo"
2506925,"170.0","std","ESPN"
2543487,"170.0","std","ESPN"
306,"170.0","std","ESPN"
2541154,"170.0","std","ESPN"
2507779,"170.0","std","ESPN"
496903,"170.0","std","ESPN"
2533057,"170.0","std","ESPN"
2543739,"170.0","std","ESPN"
2533435,"170.0","std","ESPN"
2543614,"147.61","std","MFL"
2543614,"135.6","std","ESPN"
2543614,"92.8","std","FFC"
2543614,"113.6","std","Yahoo"
2495988,"170.0","std","ESPN"
2553876,"170.0","std","ESPN"
2530700,"170.0","std","ESPN"
2552491,"113.89","std","MFL"
2552491,"129.0","std","ESPN"
2552491,"103.9","std","FFC"
2552491,"127.2","std","Yahoo"
2530747,"157.16","std","MFL"
2530747,"120.9","std","ESPN"
2530747,"63.4","std","FFC"
2530747,"124.4","std","Yahoo"
2532899,"67.05","std","MFL"
2532899,"97.0","std","ESPN"
2532899,"18.9","std","FFC"
2532899,"90.7","std","Yahoo"
2506889,"141.72","std","MFL"
2506889,"170.0","std","ESPN"
2533060,"170.0","std","ESPN"
2504775,"53.94","std","MFL"
2504775,"36.6","std","ESPN"
2504775,"72.7","std","FFC"
2504775,"35.5","std","Yahoo"
2495748,"170.0","std","ESPN"
2543596,"170.0","std","ESPN"
2530690,"170.0","std","ESPN"
2552461,"93.25","std","MFL"
2552461,"115.2","std","ESPN"
2552461,"95.1","std","FFC"
2552616,"177.5","std","MFL"
2552616,"170.0","std","ESPN"
2505949,"170.0","std","ESPN"
2533046,"125.77","std","MFL"
2533046,"126.3","std","ESPN"
2533046,"129.5","std","Yahoo"
2495558,"178.41","std","MFL"
2495558,"170.0","std","ESPN"
2495558,"126.5","std","Yahoo"
2495159,"170.0","std","ESPN"
2505016,"170.0","std","ESPN"
280,"170.0","std","ESPN"
2553480,"170.0","std","ESPN"
2553791,"170.0","std","ESPN"
2543823,"170.0","std","ESPN"
100025,"140.96","std","MFL"
100025,"120.0","std","ESPN"
100025,"77.4","std","Yahoo"
496822,"170.0","std","ESPN"
2541873,"170.0","std","ESPN"
2508080,"161.06","std","MFL"
2508080,"170.0","std","ESPN"
2539966,"170.0","std","ESPN"
497224,"170.0","std","ESPN"
2540168,"5.74","std","MFL"
2540168,"4.9","std","ESPN"
2540168,"29","std","FFC"
2540168,"3.7","std","Yahoo"
2532928,"170.0","std","ESPN"
1990,"135.52","std","MFL"
1990,"137.7","std","ESPN"
1990,"159","std","FFC"
1990,"113.5","std","Yahoo"
2552441,"170.0","std","ESPN"
2543602,"170.0","std","ESPN"
2505996,"99.13","std","MFL"
2505996,"102.9","std","ESPN"
2505996,"104.5","std","FFC"
2505996,"71.4","std","Yahoo"
2495832,"170.0","std","ESPN"
2536032,"170.0","std","ESPN"
497322,"34.11","std","MFL"
497322,"33.6","std","ESPN"
497322,"55.5","std","FFC"
497322,"36.6","std","Yahoo"
496723,"170.0","std","ESPN"
497284,"100.79","std","MFL"
497284,"87.0","std","ESPN"
497284,"58.7","std","FFC"
497284,"87.2","std","Yahoo"
2543466,"152.4","std","MFL"
2543466,"170.0","std","ESPN"
2543466,"141.7","std","FFC"
2543466,"124.1","std","Yahoo"
2552312,"80.34","std","MFL"
2552312,"170.0","std","ESPN"
2540152,"170.0","std","ESPN"
2552255,"170.0","std","ESPN"
2495775,"132.97","std","MFL"
2495775,"170.0","std","ESPN"
2532991,"170.0","std","ESPN"
496790,"121.18","std","MFL"
496790,"170.0","std","ESPN"
2539931,"144.97","std","MFL"
2539931,"170.0","std","ESPN"
100001,"219.36","std","MFL"
100001,"170.0","std","ESPN"
2550738,"170.0","std","ESPN"
2533051,"165.5","std","MFL"
2533051,"170.0","std","ESPN"
2540037,"170.0","std","ESPN"
2552629,"170.0","std","ESPN"
2506404,"37.25","std","MFL"
2506404,"47.8","std","ESPN"
2506404,"81.3","std","FFC"
2506404,"33.1","std","Yahoo"
2499273,"170.0","std","ESPN"
216,"170.0","std","ESPN"
2506871,"171.94","std","MFL"
2506871,"170.0","std","ESPN"
2506871,"116.9","std","Yahoo"
2534820,"170.0","std","ESPN"
2549982,"170.0","std","ESPN"
497234,"170.0","std","ESPN"
2552371,"123.27","std","MFL"
2552371,"170.0","std","ESPN"
1060,"170.0","std","ESPN"
2540211,"248.06","std","MFL"
2540211,"170.0","std","ESPN"
496762,"189.1","std","MFL"
496762,"170.0","std","ESPN"
764,"170.0","std","ESPN"
2539335,"206.98","std","MFL"
2539335,"170.0","std","ESPN"
2532869,"170.0","std","ESPN"
2517637,"170.0","std","ESPN"
2505745,"170.0","std","ESPN"
2552462,"170.0","std","ESPN"
2539293,"170.0","std","ESPN"
496816,"171.52","std","MFL"
496816,"170.0","std","ESPN"
2552442,"170.0","std","ESPN"
100023,"215.42","std","MFL"
100023,"170.0","std","ESPN"
100023,"118.1","std","Yahoo"
2540156,"69.34","std","MFL"
2540156,"74.6","std","ESPN"
2540156,"81.6","std","FFC"
2540156,"106.1","std","Yahoo"
2551357,"170.0","std","ESPN"
71441,"170.0","std","ESPN"
497326,"47.11","std","MFL"
497326,"57.6","std","ESPN"
497326,"76.2","std","FFC"
497326,"50.8","std","Yahoo"
2552327,"170.0","std","ESPN"
2550557,"170.0","std","ESPN"
496792,"161.32","std","MFL"
496792,"170.0","std","ESPN"
2495867,"222.25","std","MFL"
2495867,"170.0","std","ESPN"
2495700,"53.52","std","MFL"
2495700,"52.0","std","ESPN"
2495700,"44.3","std","FFC"
2495700,"45.9","std","Yahoo"
237680,"170.0","std","ESPN"
2535876,"170.0","std","ESPN"
2543470,"147.98","std","MFL"
2543470,"170.0","std","ESPN"
80672,"170.0","std","ESPN"
2506879,"170.0","std","ESPN"
2532948,"104.04","std","MFL"
2532948,"170.0","std","ESPN"
222,"240.99","std","MFL"
222,"170.0","std","ESPN"
2552292,"170.0","std","ESPN"
2552313,"170.0","std","ESPN"
2506369,"163.68","std","MFL"
2506369,"115.0","std","ESPN"
2506369,"153.6","std","FFC"
2506369,"122.0","std","Yahoo"
2552272,"170.0","std","ESPN"
238403,"170.0","std","ESPN"
729,"170.0","std","ESPN"
2552605,"170.0","std","ESPN"
2552257,"170.0","std","ESPN"
2505428,"170.0","std","ESPN"
2530658,"170.0","std","ESPN"
2550189,"88.14","std","MFL"
2550189,"86.2","std","ESPN"
2550189,"130.8","std","FFC"
2550189,"116.0","std","Yahoo"
2534793,"170.0","std","ESPN"
2552656,"170.0","std","ESPN"
2495488,"34.11","std","MFL"
2495488,"71.0","std","ESPN"
2540219,"170.0","std","ESPN"
2508132,"170.0","std","ESPN"
2543481,"194.98","std","MFL"
2543481,"170.0","std","ESPN"
2540232,"170.0","std","ESPN"
324,"222.81","std","MFL"
324,"170.0","std","ESPN"
2495651,"170.0","std","ESPN"
2552572,"170.0","std","ESPN"
2533005,"170.0","std","ESPN"
2495471,"170.0","std","ESPN"
2552463,"133","std","MFL"
2552463,"170.0","std","ESPN"
100015,"220.21","std","MFL"
100015,"170.0","std","ESPN"
2541958,"170.0","std","ESPN"
